Full Name,Political Party,Party Short,Twitter,Notes,Image_Adress
Oya ERSOY,Halkların Demokratik Partisi,HDP,https://twitter.com/oyaersoy,İstanbul,../../images/partiler/hdp.png
Niyazi GÜNEŞ,Adalet ve Kalkınma Partisi,AKP,,Karabük,../../images/partiler/akp.png
İsmail TATLIOĞLU,IYI Parti,IYI,https://twitter.com/tatliogluismail,Bursa,../../images/partiler/iyi.png
Tahir AKYÜREK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/tahir_akyurek,Konya,../../images/partiler/akp.png
Gökan ZEYBEK,Cumhuriyet Halk Partisi,CHP,https://twitter.com/gokanzeybekchp,İstanbul,../../images/partiler/chp.png
Özgür KARABAT,Cumhuriyet Halk Partisi,CHP,https://twitter.com/OzgurKarabatCHP,İstanbul,../../images/partiler/chp.png
Ali Mahir BAŞARIR,Cumhuriyet Halk Partisi,CHP,https://twitter.com/alimahir,Mersin,../../images/partiler/chp.png
Yasin ÖZTÜRK,IYI Parti,IYI,https://twitter.com/ozturkdenizli,Denizli,../../images/partiler/iyi.png
Muhammet Naci CİNİSLİ,IYI Parti,IYI,https://twitter.com/nacicinisli,Erzurum,../../images/partiler/iyi.png
Mehmet GÜZELMANSUR,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mguzelmansurchp,Hatay,../../images/partiler/chp.png
İsmet TOKDEMİR,Cumhuriyet Halk Partisi,CHP,https://twitter.com/tokdemirismet,Hatay,../../images/partiler/chp.png
Erol KAVUNCU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ErolKAVUNCU,Çorum,../../images/partiler/akp.png
Oğuzhan KAYA,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avoguzhankaya,Çorum,../../images/partiler/akp.png
Muhammed Levent BÜLBÜL,Milliyetçi Hareket Partisi,MHP,https://twitter.com/m_levent_bulbul,Sakarya,../../images/partiler/mhp.png
Memet Bülent KARATAŞ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mbulentkaratas,İstanbul,../../images/partiler/mhp.png
İlhami Özcan AYGUN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ilhamiozcanaygn,Tekirdağ,../../images/partiler/chp.png
Kenan SOFUOĞLU,Adalet ve Kalkınma Partisi,AKP,,Sakarya,../../images/partiler/akp.png
Ahmet Mücahit ARINÇ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mucahitarinc,İstanbul,../../images/partiler/akp.png
Fehmi Alpay ÖZALAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/alpayozalan35,İzmir,../../images/partiler/akp.png
Kani BEKO,Cumhuriyet Halk Partisi,CHP,https://twitter.com/kanibekochp,İzmir,../../images/partiler/chp.png
Ednan ARSLAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ednanarslanchp,İzmir,../../images/partiler/chp.png
Ali Fazıl KASAP,Cumhuriyet Halk Partisi,CHP,https://twitter.com/fazilkasap,Kütahya,../../images/partiler/chp.png
Sevda ERDAN KILIÇ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/sevdaerdan,İzmir,../../images/partiler/chp.png
Selman Oğuzhan ESER,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avSelmanEser,Karaman,../../images/partiler/akp.png
Ahmet ÇOLAKOĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmetcolakoglu0,Zonguldak,../../images/partiler/akp.png
Nevzat ŞATIROĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/satiroglu2018,İstanbul,../../images/partiler/akp.png
Hamdi UÇAR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hamdiucar67,Zonguldak,../../images/partiler/akp.png
Ümit DİKBAYIR,IYI Parti,IYI,https://twitter.com/UmitDikbayir,Sakarya,../../images/partiler/iyi.png
Mustafa DEMİR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mustafademir,İstanbul,../../images/partiler/akp.png
Ahmet ÇELİK,IYI Parti,IYI,https://twitter.com/ahmetcelikycag,İstanbul,../../images/partiler/iyi.png
Müslüm YÜKSEL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yukselmuslum27,Gaziantep,../../images/partiler/akp.png
İffet POLAT,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/iffetpolat,İstanbul,../../images/partiler/akp.png
Mehmet Sait KİRAZOĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/msaitkirazoglu,Gaziantep,../../images/partiler/akp.png
Emine Sare AYDIN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/esarea,İstanbul,../../images/partiler/akp.png
Enez KAPLAN,IYI Parti,IYI,https://twitter.com/kaplanenez,Tekirdağ,../../images/partiler/iyi.png
Mustafa Baki ERSOY,Milliyetçi Hareket Partisi,MHP,https://twitter.com/bakiersoymhp,Kayseri,../../images/partiler/mhp.png
Mehmet Uğur GÖKGÖZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mugokgoz32,Isparta,../../images/partiler/akp.png
Hayrettin NUHOĞLU,IYI Parti,IYI,https://twitter.com/h_nuhoglu,İstanbul,../../images/partiler/iyi.png
Orhan YEGİN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/orhanyegin,Ankara,../../images/partiler/akp.png
Ramazan KAŞLI,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ramazannkasli,Aksaray,../../images/partiler/mhp.png
Asuman ERDOĞAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/AAsumanErdogan,Ankara,../../images/partiler/akp.png
Zafer SIRAKAYA,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/SirakayaZafer,İstanbul,../../images/partiler/akp.png
Dursun Müsavat DERVİŞOĞLU,IYI Parti,IYI,https://twitter.com/mdervisoglutr,İzmir,../../images/partiler/iyi.png
Feti YILDIZ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/yildizfeti,İstanbul,../../images/partiler/mhp.png
Aziz AYDINLIK,Cumhuriyet Halk Partisi,CHP,https://twitter.com/azizaydinlikchp,Şanlıurfa,../../images/partiler/chp.png
Osman Nuri GÜLAÇAR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/osmangulacartr,Van,../../images/partiler/akp.png
Selim YAĞCI,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/selimyagci11,Bilecik,../../images/partiler/akp.png
Yüksel Mansur KILINÇ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/yukselmkilinc,İstanbul,../../images/partiler/chp.png
İmam Hüseyin FİLİZ,IYI Parti,IYI,https://twitter.com/ProfDrFiliz,Gaziantep,../../images/partiler/iyi.png
Zafer IŞIK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/zaferisik016,Bursa,../../images/partiler/akp.png
Yaşar KIRKPINAR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yasarkirkpinarr,İzmir,../../images/partiler/akp.png
Cemal ÇETİN,Milliyetçi Hareket Partisi,MHP,https://twitter.com/cccemalcetin,İstanbul,../../images/partiler/mhp.png
Abdulkadir ÖZEL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/abdulkadirozl,Hatay,../../images/partiler/akp.png
Hüseyin ŞANVERDİ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hsanverdi,Hatay,../../images/partiler/akp.png
Sabahat ÖZGÜRSOY ÇELİK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/sabahatozgursoy,Hatay,../../images/partiler/akp.png
Ayhan EREL,IYI Parti,IYI,https://twitter.com/avukatayhanerel,Aksaray,../../images/partiler/iyi.png
Yavuz AĞIRALİOĞLU,IYI Parti,IYI,https://twitter.com/yavuzagiraliog,İstanbul,../../images/partiler/iyi.png
Mehmet Celal FENDOĞLU,Milliyetçi Hareket Partisi,MHP,,Malatya,../../images/partiler/mhp.png
Mustafa ARSLAN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avmustafaarslan,Tokat,../../images/partiler/akp.png
Bahar AYVAZOĞLU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/baharayvazoglu,Trabzon,../../images/partiler/akp.png
Fatma AKSAL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/fatmaaksal,Edirne,../../images/partiler/akp.png
Mustafa ESGİN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mustafaesgin016,Bursa,../../images/partiler/akp.png
Mustafa Hidayet VAHAPOĞLU,Milliyetçi Hareket Partisi,MHP,https://twitter.com/HVahapoglu,Bursa,../../images/partiler/mhp.png
Atilla ÖDÜNÇ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/atillaodunc16,Bursa,../../images/partiler/akp.png
Hasan SUBAŞI,IYI Parti,IYI,https://twitter.com/hasan_subasi,Antalya,../../images/partiler/iyi.png
Yasin UĞUR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/yasinugurmv,Burdur,../../images/partiler/akp.png
Abdullah DOĞRU,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/abdullahdogru01,Adana,../../images/partiler/akp.png
Ömer Faruk GERGERLİOĞLU,Halkların Demokratik Partisi,HDP,https://twitter.com/gergerliogluof,Kocaeli,../../images/partiler/hdp.png
Yavuz ERGUN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/mvyavuzergun,Niğde,../../images/partiler/akp.png
Ceyda ÇETİN ERENLER,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ceydaerenler,Kütahya,../../images/partiler/akp.png
Selim GÜLTEKİN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/selimgultekn51,Niğde,../../images/partiler/akp.png
Semiha EKİNCİ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/semihaekinci58,Sivas,../../images/partiler/akp.png
Feridun BAHŞİ,IYI Parti,IYI,https://twitter.com/feridun_bahsi,Antalya,../../images/partiler/iyi.png
Refik ÖZEN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/refik_ozen16,Bursa,../../images/partiler/akp.png
Ahmet KILIÇ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/h_ahmet_kilic,Bursa,../../images/partiler/akp.png
Vildan YILMAZ GÜREL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/vildanylmzgurel,Bursa,../../images/partiler/akp.png
Yaşar KARADAĞ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/mhpyasarkaradag,Iğdır,../../images/partiler/mhp.png
İsmail KONCUK,Zafer Partisi,ZAFER,https://twitter.com/ikoncuk,Adana,../../images/partiler/zafer.png
Ayşe Sibel ERSOY,Milliyetçi Hareket Partisi,MHP,https://twitter.com/aysesibelersoy,Adana,../../images/partiler/mhp.png
Alpay ANTMEN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/avantmen33,Mersin,../../images/partiler/chp.png
Yunus EMRE,Cumhuriyet Halk Partisi,CHP,https://twitter.com/yunusemrechp,İstanbul,../../images/partiler/chp.png
Mustafa KENDİRLİ,Adalet ve Kalkınma Partisi,AKP,,Kırşehir,../../images/partiler/akp.png
Suzan ŞAHİN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/suzansahin1881,Hatay,../../images/partiler/chp.png
Ahmet ŞIK,Türkiye İşçi Partisi,TİP,https://twitter.com/sahmetsahmet,İstanbul,../../images/partiler/tip.png
Ahmet ERBAŞ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ahmeterbas43,Kütahya,../../images/partiler/mhp.png
Dursun ATAŞ,IYI Parti,IYI,https://twitter.com/dursunatas38,Kayseri,../../images/partiler/iyi.png
Rafet ZEYBEK,Cumhuriyet Halk Partisi,CHP,https://twitter.com/rafet_zeybek,Antalya,../../images/partiler/chp.png
Hüseyin ÖRS,IYI Parti,IYI,,Trabzon,../../images/partiler/iyi.png
Kemal BÜLBÜL,Halkların Demokratik Partisi,HDP,,Antalya,../../images/partiler/hdp.png
Adnan Selçuk MIZRAKLI,Halkların Demokratik Partisi,HDP,https://twitter.com/selcukmizrakli,Diyarbakır,../../images/partiler/hdp.png
Kemal PEKÖZ,Halkların Demokratik Partisi,HDP,https://twitter.com/kemalpekoz,Adana,../../images/partiler/hdp.png
Tamer OSMANAĞAOĞLU,Milliyetçi Hareket Partisi,MHP,https://twitter.com/tmrosmanagaoglu,İzmir,../../images/partiler/mhp.png
Pero DUNDAR,Halkların Demokratik Partisi,HDP,https://twitter.com/perodundar,Mardin,../../images/partiler/hdp.png
Ayşe SÜRÜCÜ,Halkların Demokratik Partisi,HDP,https://twitter.com/AyseSurucuUrfa,Şanlıurfa,../../images/partiler/hdp.png
Deniz YAVUZYILMAZ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/yavuzyilmazd,Zonguldak,../../images/partiler/chp.png
Turan AYDOĞAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/AvTuranAydogan,İstanbul,../../images/partiler/chp.png
Tulay HATIMOĞULLARI ORUÇ,Halkların Demokratik Partisi,HDP,https://twitter.com/TulayHatim,Adana,../../images/partiler/hdp.png
Abdulahat ARVAS,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ArvasAbdulahat,Van,../../images/partiler/akp.png
Ahmet Ünal ÇEVİKÖZ,Cumhuriyet Halk Partisi,CHP,https://twitter.com/unalcevikoz,İstanbul,../../images/partiler/chp.png
Orhan ÇAKIRLAR,IYI Parti,IYI,https://twitter.com/orhancakirlar22,Edirne,../../images/partiler/iyi.png
Sıdık TAŞ,Halkların Demokratik Partisi,HDP,https://twitter.com/Sdk56hdp,Siirt,../../images/partiler/hdp.png
Ahmet AKAY,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmetakayurfa,Şanlıurfa,../../images/partiler/akp.png
Halil ÖZŞAVLI,Adalet ve Kalkınma Partisi,AKP,,Şanlıurfa,../../images/partiler/akp.png
Ahmet ÇAKIR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmetcakir44,Malatya,../../images/partiler/akp.png
Hakan KAHTALI,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/hkahtal,Malatya,../../images/partiler/akp.png
Süleyman BÜLBÜL,Cumhuriyet Halk Partisi,CHP,https://twitter.com/avsbulbul,Aydın,../../images/partiler/chp.png
Arife POLAT DÜZGÜN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/apolatduzgun,Ankara,../../images/partiler/akp.png
Ömer ÖCALAN,Halkların Demokratik Partisi,HDP,https://twitter.com/omerrocalan,Şanlıurfa,../../images/partiler/hdp.png
Zeynep YILDIZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/zyildiz_,Ankara,../../images/partiler/akp.png
Zeynel ÖZEN,Halkların Demokratik Partisi,HDP,https://twitter.com/zeynelozenhdp,İstanbul,../../images/partiler/hdp.png
Dilşat CANBAZ KAYA,Halkların Demokratik Partisi,HDP,https://twitter.com/dilsatcanbaz,İstanbul,../../images/partiler/hdp.png
Züleyha GÜLÜM,Halkların Demokratik Partisi,HDP,https://twitter.com/zuleyhagulum,İstanbul,../../images/partiler/hdp.png
Tayip TEMEL,Halkların Demokratik Partisi,HDP,https://twitter.com/TayipTemel,Van,../../images/partiler/hdp.png
Aysu BANKOĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/aysubankoglu,Bartın,../../images/partiler/chp.png
Ensar AYTEKİN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ensaraytekin10,Balıkesir,../../images/partiler/chp.png
Hasan ÖZGÜNEŞ,Halkların Demokratik Partisi,HDP,https://twitter.com/Hasanozgunes1,Şırnak,../../images/partiler/hdp.png
Ebrü GÜNAY,Halkların Demokratik Partisi,HDP,https://twitter.com/av_ebrugunay,Mardin,../../images/partiler/hdp.png
Habip EKSİK,Halkların Demokratik Partisi,HDP,https://twitter.com/DrHabip,Iğdır,../../images/partiler/hdp.png
Nusrettin MAÇİN,Halkların Demokratik Partisi,HDP,https://twitter.com/nusrettin_macin,Şanlıurfa,../../images/partiler/hdp.png
Rümeysa KADAK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/rumeysakadak,İstanbul,../../images/partiler/akp.png
Mehmet Ruştu TİRYAKİ,Halkların Demokratik Partisi,HDP,,Batman,../../images/partiler/hdp.png
Ümit BEYAZ,IYI Parti,IYI,https://twitter.com/umitbeyaz34,İstanbul,../../images/partiler/iyi.png
Arzu AYDIN,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ar_aydn,Bolu,../../images/partiler/akp.png
Aylin CESUR,IYI Parti,IYI,https://twitter.com/cesuraylin,Isparta,../../images/partiler/iyi.png
Ahmet KAYA,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ahmetkayachp,Trabzon,../../images/partiler/chp.png
Mürsel ALBAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/murselalban,Muğla,../../images/partiler/chp.png
Suat ÖZCAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mvsuatozcan,Muğla,../../images/partiler/chp.png
Necati TIĞLI,Cumhuriyet Halk Partisi,CHP,https://twitter.com/ntigli28,Giresun,../../images/partiler/chp.png
Mehmet Yavuz DEMİR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/MehmetYavuzDem3,Muğla,../../images/partiler/akp.png
Ahmet Kamil EROZAN,IYI Parti,IYI,https://twitter.com/ahmet_erozan,Bursa,../../images/partiler/iyi.png
Ayhan BARUT,Cumhuriyet Halk Partisi,CHP,https://twitter.com/AyhanBarut01,Adana,../../images/partiler/chp.png
Husret DİNÇ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/husretdinc30,Hakkari,../../images/partiler/akp.png
Ümit YILMAZ,Milliyetçi Hareket Partisi,MHP,https://twitter.com/eczumityilmaz,Düzce,../../images/partiler/mhp.png
İsmail ÖZDEMİR,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ismailozdemirrr,Kayseri,../../images/partiler/mhp.png
Nuran İMİR,Halkların Demokratik Partisi,HDP,https://twitter.com/nuran_imir,Şırnak,../../images/partiler/hdp.png
Hüseyin KAÇMAZ,Halkların Demokratik Partisi,HDP,https://twitter.com/avhuseyinkacmaz,Şırnak,../../images/partiler/hdp.png
Orhan SÜMER,Cumhuriyet Halk Partisi,CHP,https://twitter.com/orhanssumer,Adana,../../images/partiler/chp.png
Necdet İPEKYÜZ,Halkların Demokratik Partisi,HDP,https://twitter.com/IpekyuzNecdet,Batman,../../images/partiler/hdp.png
Tuma ÇELİK,BAĞIMSIZ,BAĞIMSIZ,https://twitter.com/tuma_celik,Mardin,../../images/partiler/bagımsız.jpg
Polat ŞAROĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/polatsaroglu,Tunceli,../../images/partiler/chp.png
İbrahim Ethem SEDEF,Milliyetçi Hareket Partisi,MHP,https://twitter.com/ethemsedef,Yozgat,../../images/partiler/mhp.png
Remziye TOSUN,Halkların Demokratik Partisi,HDP,https://twitter.com/RemziyeTosunHDP,Diyarbakır,../../images/partiler/hdp.png
Semra GÜZEL,Halkların Demokratik Partisi,HDP,https://twitter.com/semraguzelhdp,Diyarbakır,../../images/partiler/hdp.png
Murat ÇEPNİ,Halkların Demokratik Partisi,HDP,https://twitter.com/MuratCepniHDP,İzmir,../../images/partiler/hdp.png
Serpil KEMALBAY PEKGÖZEGÜ,Halkların Demokratik Partisi,HDP,https://twitter.com/serpilkemalbay,İzmir,../../images/partiler/hdp.png
Burhanettin BULUT,Cumhuriyet Halk Partisi,CHP,https://twitter.com/eczburhan,Adana,../../images/partiler/chp.png
Mensur IŞIK,BAĞIMSIZ,BAĞIMSIZ,https://twitter.com/avmensurisik,Muş,../../images/partiler/bagımsız.jpg
Emine Gülizar EMECAN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/emecangulizar,İstanbul,../../images/partiler/chp.png
Bekir BAŞEVİRGEN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/basevirgenbekir,Manisa,../../images/partiler/chp.png
Haşim Teoman SANCAR,BAĞIMSIZ,BAĞIMSIZ,https://twitter.com/teomansancar20,Denizli,../../images/partiler/bagımsız.jpg
Ahmet Vehbi BAKIRLIOĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/avbakirlioglu,Manisa,../../images/partiler/chp.png
Aydın Adnan SEZGİN,IYI Parti,IYI,https://twitter.com/aydinasezgin,Aydın,../../images/partiler/iyi.png
Lütfi KAŞIKÇI,Milliyetçi Hareket Partisi,MHP,https://twitter.com/lutfikasikci,Hatay,../../images/partiler/mhp.png
Muazzez ORHAN IŞIK,Halkların Demokratik Partisi,HDP,https://twitter.com/Muazzezorhn,Van,../../images/partiler/hdp.png
Fethi AÇIKEL,Cumhuriyet Halk Partisi,CHP,,İstanbul,../../images/partiler/chp.png
Müzeyyen ŞEVKİN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mzyensevkin,Adana,../../images/partiler/chp.png
Çiğdem KONCAGÜL,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ckoncagul,Tekirdağ,../../images/partiler/akp.png
Neslihan HANCIOĞLU,Cumhuriyet Halk Partisi,CHP,https://twitter.com/neslihancioglu,Samsun,../../images/partiler/chp.png
Gülüstan KILIÇ KOÇYİĞİT,Halkların Demokratik Partisi,HDP,https://twitter.com/glstnkocyigit,Muş,../../images/partiler/hdp.png
İsmail Atakan ÜNVER,Cumhuriyet Halk Partisi,CHP,https://twitter.com/chpatakanunver,Karaman,../../images/partiler/chp.png
Ahmet ZENBİLCİ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/ahmetzenbilci,Adana,../../images/partiler/akp.png
Ahmet YILDIZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/a_yildiz_,Denizli,../../images/partiler/akp.png
Nilgün ÖK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/Nilgun_OK,Denizli,../../images/partiler/akp.png
Süleyman GİRGİN,Cumhuriyet Halk Partisi,CHP,https://twitter.com/sgirgin48tbmm,Muğla,../../images/partiler/chp.png
Bedri SERTER,Cumhuriyet Halk Partisi,CHP,https://twitter.com/bedriserterchp,İzmir,../../images/partiler/chp.png
Murat SARISAÇ,Halkların Demokratik Partisi,HDP,https://twitter.com/muratsarisac,Van,../../images/partiler/hdp.png
Erkan BAŞ,Türkiye İşçi Partisi,TİP,https://twitter.com/erkbas,İstanbul,../../images/partiler/tip.png
Musa FARİSOĞULLARI,Halkların Demokratik Partisi,HDP,https://twitter.com/m_farisogullari,Diyarbakır,../../images/partiler/hdp.png
Mehmet Ali ÇELEBİ,BAĞIMSIZ,BAĞIMSIZ,https://twitter.com/celebimehmeta,İzmir,../../images/partiler/bagımsız.jpg
Dersim DAĞ,Halkların Demokratik Partisi,HDP,https://twitter.com/dersimdag21,Diyarbakır,../../images/partiler/hdp.png
Sait DEDE,Halkların Demokratik Partisi,HDP,https://twitter.com/DrSaitDede,Hakkari,../../images/partiler/hdp.png
Şevin COŞKUN,Halkların Demokratik Partisi,HDP,https://twitter.com/sevincoskun_,Muş,../../images/partiler/hdp.png
Metin YAVUZ,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/metinyavuz009,Aydın,../../images/partiler/akp.png
Bekir Kuvvet ERİM,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/bekirkuvveterim,Aydın,../../images/partiler/akp.png
Abdullah KOÇ,Halkların Demokratik Partisi,HDP,https://twitter.com/abdullahkochdp,Ağrı,../../images/partiler/hdp.png
Cavit ARI,Cumhuriyet Halk Partisi,CHP,https://twitter.com/mv_cavitari,Antalya,../../images/partiler/chp.png
Rıza POSACI,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/rizaposaci,Aydın,../../images/partiler/akp.png
Necip NASIR,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/necipnasir,İzmir,../../images/partiler/akp.png
İrfan KARTAL,Adalet ve Kalkınma Partisi,AKP,https://mobile.twitter.com/irfankartal_65,Van,../../images/partiler/akp.png
Abdullah GÜLER,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/avabdullahguler,İstanbul,../../images/partiler/akp.png
Emine ZEYBEK,Adalet ve Kalkınma Partisi,AKP,https://twitter.com/eminezeybek_mv,Kocaeli,../../images/partiler/akp.png
